,0.2,0.5,1.0,2.0,5.0
0.2,0.14110602967849317,0.1630841458816676,0.18540414917263656,0.22710978067474458,0.22551831016094454
0.5,0.1358972210274713,0.16739516129049703,0.17539071742809195,0.21352027274372282,0.22855386722863327
1.0,0.12930632405393946,0.18753138143599787,0.16521289630113628,0.21155675977750016,0.23028156070751732
2.0,0.11797051889763684,0.17516434787286345,0.19942416111585398,0.20721701488568706,0.22695679533406093
5.0,0.14890122211936205,0.18168505320719663,0.2057704123441813,0.20385178452479505,0.26080543425029057
